property_type|rent_type|location,price,n_rooms,n_bath,surface,details,url,metrocuadrado_index
"Apartamento en Arriendo, MARLY Bogotá D.C..",$2.690.000,1,2,50.0 m2,"Ref GINETTE - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Amplio estudio en una ubicación central cerca la zona G y Avenida Chile perfecto para ejecutivos",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-marly-1-habitaciones-2-banos-1-garajes/3208-469520,61.3
"Apartamento en Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",$3.240.000,1,1,49.0 m2,"Ref SHEILA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Ideal por ejecutivas buscando un apartamento completamente amoblado cerca Unicentro.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-1-banos-1-garajes/3208-466286,60.0
"Apartamento en Arriendo, MARIA CRISTINA Bogotá D.C..",$2.890.000,1,1,45.0 m2,"Ref AMELIE - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Apartamento completamente renovado. Situado cerca a la zona financiera Av Cr 72 Chile, zonas turísticas de la Zona Rosa Zona T y los restaurantes Zona G.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-maria-cristina-1-habitaciones-1-banos/3208-467438,62.5
"Apartamento en Arriendo, MOLINOS NORTE Bogotá D.C..",$3.490.000,1,2,55.0 m2,"Ref EDITH - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Moderno apartamento duplex ubicado cerca Unicentro, Teleport y Usaquen en una zona exclusiva y tranquila",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-1-habitaciones-2-banos-1-garajes/3208-467446,82.1
"Apartamento en Arriendo, RINCON DEL CHICO Bogotá D.C..",$3.090.000,1,1,40.0 m2,"Ref KAREN - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Completamento nuevo perfecto para ejecutivos o turistas, alta calidad en muy buen precio, cerca Parque 93 y Teleport centro de negocios.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-1-banos-1-garajes/3208-468103,66.3
"Apartamento en Arriendo, SANTA BIBIANA Bogotá D.C..",$3.690.000,1,2,50.0 m2,"Ref DOMINIQUE - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Este moderno apartamento es perfecto para ejecutivos buscando alojamiento cerca Calle 100 o Unicentro",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-1-garajes/3208-469519,71.1
"Apartamento en Arriendo, SANTA BARBARA OCCIDENTAL Bogotá D.C..",$2.990.000,1,1,40.0 m2,"Ref SHARON B - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Estudio super moderno en una excelente ubicacion cerca Unicentro, el edificio tiene gimnasio, teatrino y una terraza con jacuzzi",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-1-banos-1-garajes/3208-467463,90.6
"Apartamento en Arriendo, MOCHUELO NORTE Bogotá D.C..",$3.090.000,1,1,58.0 m2,"Ref FABIANA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Tan solo 5 minutos a Teleport Centro de Negocios y los restaurantes de Usaquen, perfecto para estadías largas en un muy buen precio con una terraza grande y privada.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-mochuelo-norte-1-habitaciones-1-banos-1-garajes/3208-468099,49.0
"Apartamento en Arriendo, SANTA BARBARA ORIENTAL Bogotá D.C..",$3.090.000,1,2,55.0 m2,"Ref MEGAN - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Moderno estudio ideal para ejecutivos con una ubicación privilegiada cerca de la fascinante zona de Usaquén y a pocas cuadras del cerca del Centro Comercial Hacienda Santa Bárbara",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-oriental-1-habitaciones-2-banos-1-garajes/3208-468107,44.9
"Apartamento en Arriendo, LA SALLE Bogotá D.C..",$2.690.000,1,1,35.0 m2,"Ref GEMMA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Apartamento en buen precio ubicado en la zona central de Chapinero Alto perfecto para turistas y ejecutivos",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-salle-1-habitaciones-1-banos/3208-468100,86.3
"Apartamento en Arriendo, SANTA BIBIANA Bogotá D.C..",$3.190.000,1,2,40.0 m2,"Ref DAISY - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Moderno departamento perfecto para ejecutivos ubicado solo una cuadra de la Calle 100. Edificio clubhouse con cancha de squash, gimnasio, zona humida y terraza con BBQ.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-bibiana-1-habitaciones-2-banos-1-garajes/3208-467444,58.0
"Apartamento en Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",$3.490.000,1,1,54.0 m2,"Ref SIENNA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Ubicado a 5 minutos caminando del centro comercial Unicentro y rodeado de una tranquila zona residencial verde, este apartamento recientemente renovado es una gran opción",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-1-habitaciones-1-banos-1-garajes/3208-469531,82.4
"Apartamento en Arriendo, LA SALLE Bogotá D.C..",$3.090.000,1,2,60.0 m2,"Ref NADIA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Apartamento de diseno situado cerca a la zona financiera Av Cr 72 Chile, zonas turísticas de la Zona Rosa Zona T y los restaurantes Zona G.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-salle-1-habitaciones-2-banos-1-garajes/3208-466275,44.2
"Apartamento en Arriendo, LOS ROSALES Bogotá D.C..",$3.490.000,1,2,60.0 m2,"Ref THELMA - Completamente AMOBLADO y dotado con sábanas y toallas, el canon incluye administración, servicios pblicos, internet wifi y tv por cable. Contratos flexibles a partir de 1 mes. Para estadías de más de 6 meses descuentos disponibles, por favor consultar. Opción de facturación empresarial. Iluminado, fresco y moderno este apartamento localizado en el piso 22 tiene una espectacular vista. Su ubicación permite estar a pocos pasos de la Zona T y los centros comerciales",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-rosales-1-habitaciones-2-banos-1-garajes/3208-469533,81.0
"Apartamento en Arriendo, MARGARITAS I SECTOR Bogotá D.C..",$1.350.000,1,1,52.0 m2,"LINDO APARTAESTUDIO AMOBLADO  sala mesón comedor, mesa con sillas, cocina. baño, patio de ropas Totalmente amoblado con todos los electrodomésticos, menaje de cocina... Excelente ubicación muy cerca Centro Comercial Cedritos, supermercados, muy buen transporte. Barrio Cedritos  carrera quince  calle ciento cuarenta y ocho.  Servicios públ  agua luz internet TV adm por doscientos mil pesos.  TOTAL CON TODO UN MILLON QUINIENTOS CINCUENTA  MIL PESOS. Se arrienda por meses",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-margaritas-i-sector-1-habitaciones-1-banos/MC1991264,44.1
"Apartamento en Arriendo, LAS NIEVES Bogotá D.C..",$1.700.000,1,1,39.0 m2,"Espectacular apartaestudio tipo loft para estrenar ubicado en una de las zonas mas lindas de Bogotá, se encuentra en el piso 29, un piso más arriba queda una de dos terrazas panorámicas, consta de 1 habitación, 1 baño, cocina integral, sala, sitio para la lavadora y la secadora, calentador. Portería 24 horas, el mejor sistema contra incendio, acensores amplios y rapidísimos, tendra zona de lavandería, zona de eventos, zona de trabajo con wi-fi, gimnasio.    ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-nieves-1-habitaciones-1-banos-1-garajes/970-M1972422,66.6
"Apartamento en Arriendo, LAS NIEVES Bogotá D.C..",$1.700.000,1,1,40.0 m2,"Arrendamos lindo apto. amoblado en BD BACATÁ, complejo arquitectónico e icono del desarrollo de nuestra ciudad, con una ubicacion privilegiada, compuesta de los 5 focos mas importantes como los son las Universidades, sector administrativo, bancario, turismo y comercio. El apto cuenta con una área de 40 Mts , espacio de sala comedor , cocina integral , alcoba, baño, lavadora y secadora, balcon ,garaje cubierto, vigilancia y recepción 24 horas, excelentes acabados.Cita previa",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-nieves-1-habitaciones-1-banos-1-garajes/432-1080,59.3
"Apartamento en Arriendo, BOSQUE CALDERON Bogotá D.C..",$1.300.000,1,2,40.0 m2,"Apartamento amoblado, con buena vista e iluminación, pisos en cerámica, cocina y calentador eléctricos,  vigilancia 24 horas, ascensor.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-calderon-1-habitaciones-2-banos/4162-M1971457,53.6
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$2.300.000,1,1,38.0 m2,"hermoso apartamento totalmente amoblado y equipado ,para entrar a vivir de una! c&c 16-11-17",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-1-banos-2-garajes/800-M1967655,69.9
"Apartamento en Arriendo, CHICO Bogotá D.C..",$2.000.000,1,1,35.0 m2,"te ofrecemos este lindo aparta estudio remodelado y amblado a muy buen precio,con una linda vista exterior,un cuarto,un baño ,un garaje edificio con muy buena atención a los residentes.111
-08-11-17",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-1-garajes/800-M1977434,74.8
"Apartamento en Arriendo, LA PORCIUNCULA Bogotá D.C..",$3.500.000,1,1,52.0 m2,"Se vende o arrienda super  aparta estudio ,moderno aprovecha hoy  y llama para que no pierdas nuestras grandes ofertas   baño, Sala comedor con chimenea, cocina abierta, zona de ropas. Vidrios anti ruido. 1 garaje y depósito. Edificio con operación hotelera con Restaurante,lavandería, parqueaderos de visitantes.57
-08-11-17",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-porciuncula-1-habitaciones-1-banos-1-garajes/800-M1976522,60.3
"Apartamento en Arriendo, PARDO RUBIO Bogotá D.C..",$1.650.000,1,1,60.0 m2,"bajo el ARRIENDO a $1.650.000 incluida la administración. AMOBLADO Duplex de 60 M2, 1 cuarto, 1 baños, sala comedor con chimenea y balcón, cocina abierta. Esta amoblado y dotado. 2 garajes en línea.57
10-19-17
",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-pardo-rubio-1-habitaciones-1-banos-1-garajes/800-M1963248,53.3
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$1.300.000,1,1,37.0 m2,"Excelente ubicación, facilites vías de acceso, consta de salacomedor,  cocina integral, un baño y una alcoba,",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-1-banos-1-garajes/820-M1957558,61.2
"Apartamento en Arriendo, LA MACARENA Bogotá D.C..",$1.600.000,1,1,47.0 m2,"Hermoso apartaestudio AMOBLADO. Vista a la ciudad, excelente diseño, cálido y cómodo espacio.  Baño grande, zona de ropas con lavadora, zona de cocina con nevera, microondas, licuadora,  olla arrocera, sanduchera y en general todo lo que necesitas. Sala comedor con teatro en casa,  una habitación,  chimenea. Lindo edificio con excelente ubicación en uno de los barrios más internacionales en Bogotá: La Macarena ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-macarena-1-habitaciones-1-banos/MC1972195,47.5
"Apartamento en Arriendo, CHAPINERO CENTRAL Bogotá D.C..",$1.800.000,1,1,37.0 m2,"Hermoso y muy bien ubicado aparta-estudio de un solo ambiente, amoblado, vista exterior, con luz natural, deposito interno, con gimnasio incluido en la cuota de administración, lavandería comunal.
Con excelentes vías de acceso",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chapinero-central-1-habitaciones-1-banos/482-M1952286,77.1
"Apartamento en Venta Y Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",$1.400.000,1,2,50.0 m2,"APARTAMENTO  AMOBLADO PARA ARRIENDO Y VENTA DE 50 MT, DISTRIBUIDO EN SALA, COMEDOR, COCINA INTEGRAL A GAS, 1 HABITACION, 2 BAÑOS, 2 GARAJES INDEPENDIENTES, VISTA EXTERIOR, CHIMENEA, BALCON, PISOS EN MADERA LAMINADA, ZONAS VERDES, SALON SOCIAL, ASCENSOR,  DEPOSITO, UBICADO CERCA ALA CALLE 116 Y AVENIDA CARRERA 9",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-barbara-central-1-habitaciones-2-banos-2-garajes/4058-M1957418,60.0
"Apartamento en Venta Y Arriendo, LA CALLEJA Bogotá D.C..",$2.600.000,1,2,48.0 m2," Hermoso apartamento exterior, ubicado en excelente zona de la ciudad, 1 habitación y estudio, cocina abierta, 2 parqueaderos, balcón y baño social.  arriendo AMOBLADO INCLUIDA LA ADMIN.  ",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-la-calleja-1-habitaciones-2-banos-2-garajes/2709-M1957971,81.5
"Apartamento en Arriendo, EL BATAN Bogotá D.C..",$1.800.000,1,1,47.0 m2,"Acogedor apartaestudio, buena iluminación. Ubicado cerca de la Clinica Santa Fe y de la Clinica Reina Sofia, centro comercial Unicentro, centro comercial Titán Plaza.A veinte minutos del parque 93 y zona T.Cerca de vías de transporte público, centros empresariales, supermercados y restaurantes.Muy cerca de las estaciones de transmilenio de la calle 127 y calle 116, igual que de la ciclovia en la calle 116.ven a verlo comunicate con nosotros. c&c
-12-12-2017",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-batan-1-habitaciones-1-banos-1-garajes/800-M1952212,60.3
"Apartamento en Arriendo, LOS CEDRITOS Bogotá D.C..",$2.300.000,1,1,48.0 m2,"Arriendo apartamento amoblado nuevo moderno tipo hotel, todo incluido, cocina, menaje, linos, wifi y tv cable. Sala Comedor, habitación, baño, balcón y estacionamiento. Todos los servicios incluidos. Edificio con recepción 24 horas, salón social, sala de juntas y gimnasio. Entrega Inmediata. Se arrienda por meses o años. Siéntase como en casa, ideal para ejecutivos o extranjeros. www.MkRInmobiliario.com.

",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-1-banos-1-garajes/2453-M1936883,72.7
"Apartamento en Arriendo, LOS CEDRITOS Bogotá D.C..",$2.300.000,1,1,48.0 m2,"Arriendo apartamento amoblado nuevo moderno tipo hotel, todo incluido, cocina, menaje, linos, wifi y tv cable. Sala Comedor, habitación, baño, balcón y estacionamiento. Todos los servicios incluidos. Edificio con recepción 24 horas, salón social, sala de juntas y gimnasio. Entrega Inmediata. Se arrienda por meses o años. Siéntase como en casa, ideal para ejecutivos o extranjeros. www.MkRInmobiliario.com.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-1-banos-1-garajes/2453-M1936802,52.6
