,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,numeric,numeric,numeric
649,60,70.0,7700,6,5,1966,1966,351.0,0,0,756,756,1051,788,0,1839,0,0,1,1,4,1,7,1,1966.0,2,442,0,124,216,0,0,0,0,6,2010,155000,RL,Pave,None,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,TA,Unf,TA,TA,None,None,2595,44,11
797,20,71.0,8197,6,5,1977,1977,148.0,0,0,660,660,1285,0,0,1285,0,0,1,1,3,1,7,1,1977.0,2,528,138,0,0,0,0,0,0,4,2007,143500,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,None,MnPrv,1945,30,11
331,90,73.0,10624,5,4,1964,1964,84.0,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002.0,1,352,155,0,0,0,0,0,0,11,2007,119000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,GLQ,Rec,TA,TA,Typ,None,Unf,TA,TA,None,None,3456,43,9
734,20,80.0,10000,5,6,1961,1983,0.0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961.0,1,264,165,0,0,0,0,0,400,3,2009,131400,RL,Pave,None,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,TA,RFn,TA,TA,None,GdWo,2008,26,11
1325,20,75.0,9986,8,5,2006,2007,428.0,0,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,2007.0,3,895,0,49,0,0,0,0,0,2,2007,147000,RL,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,Reg,AllPub,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3590,0,13
206,20,99.0,11851,7,5,1990,1990,0.0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,1990.0,2,500,0,34,0,508,0,0,0,5,2009,180500,RL,Pave,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,None,RFn,TA,TA,None,None,2866,19,12
741,70,60.0,9600,5,7,1910,2002,0.0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910.0,2,360,270,0,112,0,0,0,0,5,2007,132000,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Abnorml,Reg,AllPub,Gtl,TA,Gd,Fa,Fa,No,Unf,Unf,Ex,TA,Typ,None,Unf,TA,Gd,None,GdPrv,1696,5,12
418,70,86.0,22420,6,6,1918,1950,0.0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918.0,3,864,0,0,0,0,0,0,0,11,2007,239000,RL,Pave,None,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,BrkTil,GasW,N,FuseA,Detchd,N,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,None,None,3994,57,12
1202,60,80.0,10400,7,5,1998,1998,0.0,0,0,866,866,866,913,0,1779,0,0,2,1,3,1,6,0,1998.0,2,546,198,36,0,0,0,0,0,3,2009,197900,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2645,11,12
1280,50,60.0,7500,4,4,1920,1950,0.0,0,0,698,698,698,430,0,1128,0,0,1,0,2,1,6,0,1980.0,2,528,30,0,164,0,0,0,0,4,2010,68400,C (all),Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,Y,None,COD,Abnorml,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,TA,Typ,None,RFn,TA,TA,None,None,1826,60,8
713,120,40.0,4671,8,5,1988,1989,0.0,767,0,461,1228,1228,0,0,1228,1,0,2,0,2,1,5,1,1988.0,2,472,168,120,0,0,0,0,0,10,2008,189000,RL,Pave,None,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,Gd,Typ,Gd,Fin,TA,TA,None,None,2456,19,13
545,60,58.0,17104,7,5,2006,2006,0.0,554,0,100,654,664,832,0,1496,1,0,2,1,3,1,7,1,2006.0,2,426,100,24,0,0,0,0,0,9,2006,179665,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,IR1,AllPub,Gtl,Gd,TA,Gd,Gd,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,2150,0,12
32,20,71.0,8544,5,6,1966,2006,0.0,0,0,1228,1228,1228,0,0,1228,0,0,1,1,3,1,6,0,1966.0,1,271,0,65,0,0,0,0,0,6,2008,149350,RL,Pave,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,None,Unf,TA,TA,None,MnPrv,2456,2,11
394,30,52.0,7446,4,5,1941,1950,0.0,266,0,522,788,788,0,0,788,0,0,1,0,2,1,4,2,0.0,0,0,0,0,0,0,0,0,0,4,2006,100000,RL,Pave,None,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,FuseA,None,Y,None,WD,Abnorml,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,TA,None,None,None,None,GdWo,1576,56,9
140,60,65.0,15426,6,5,1997,1997,0.0,821,0,107,928,928,836,0,1764,1,0,2,1,3,1,7,0,1997.0,2,470,276,99,0,0,0,0,0,8,2009,231500,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,MnPrv,2692,12,11
1285,50,50.0,9638,6,7,1919,1990,0.0,0,0,804,804,1699,748,0,2447,0,0,2,0,4,1,10,1,1969.0,1,336,272,0,42,0,116,0,0,3,2010,169000,RL,Pave,None,Lvl,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Gd,Min2,Gd,Unf,TA,TA,None,None,3251,20,13
481,20,98.0,16033,9,5,2004,2005,378.0,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,8,1,2004.0,3,772,519,112,0,0,0,0,0,3,2006,326000,RL,Pave,None,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,None,None,3683,1,14
916,160,21.0,2001,4,5,1970,1970,80.0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970.0,1,286,0,0,0,0,0,0,0,1,2007,75000,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,TA,Typ,None,Unf,TA,TA,None,None,1638,37,9
95,60,69.0,9337,6,5,1997,1997,0.0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,1997.0,2,684,0,162,0,0,0,0,0,5,2007,204750,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,Gd,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2610,10,11
248,20,75.0,11310,6,5,1954,1954,0.0,0,0,1367,1367,1375,0,0,1375,0,0,1,0,2,1,5,1,1954.0,2,451,0,30,0,0,0,0,0,6,2006,140000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,TA,Unf,TA,TA,None,None,2742,52,11
693,60,42.0,26178,7,5,1989,1990,293.0,965,0,245,1210,1238,1281,0,2519,1,0,2,1,4,1,9,2,1989.0,2,628,320,27,0,0,0,0,0,4,2006,335000,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3729,16,12
873,20,74.0,8892,5,7,1953,1996,0.0,0,0,105,105,910,0,0,910,0,0,1,0,3,1,5,0,1953.0,2,414,196,0,150,0,0,0,0,10,2008,116000,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Stone,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,TA,TA,Av,Unf,Unf,Gd,Gd,Typ,None,Unf,TA,TA,None,GdWo,1015,12,12
306,20,80.0,10386,8,5,2004,2005,246.0,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,2004.0,3,888,168,0,0,0,0,0,0,7,2007,305900,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,Fin,TA,TA,None,None,4000,2,13
993,60,80.0,9760,6,8,1964,1993,340.0,536,117,169,822,1020,831,0,1851,0,0,2,1,3,1,7,1,1964.0,2,440,239,42,0,0,0,0,0,7,2007,187000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Mod,TA,TA,TA,TA,Gd,BLQ,Rec,Gd,Gd,Typ,Fa,RFn,TA,TA,None,MnWw,2673,14,14
253,60,65.0,8366,6,5,2004,2004,0.0,0,0,798,798,798,842,0,1640,0,0,2,1,3,1,6,0,2004.0,2,520,138,45,0,0,0,0,0,12,2008,173000,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2438,4,11
521,190,60.0,10800,4,7,1900,2000,0.0,0,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0.0,0,0,220,114,210,0,0,0,0,8,2008,106250,RL,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseA,None,N,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,TA,TA,Typ,None,None,None,None,None,None,1294,8,11
528,60,67.0,14948,9,5,2008,2008,268.0,1330,0,122,1452,1476,1237,0,2713,1,0,2,1,3,1,11,1,2008.0,3,858,126,66,0,0,0,0,0,11,2008,446261,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,IR1,AllPub,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,None,None,4165,0,14
625,60,80.0,10400,6,5,1972,1972,288.0,247,0,485,732,1012,778,0,1790,1,0,1,2,4,1,8,1,1972.0,2,484,148,0,0,0,147,0,0,11,2006,165150,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Min2,TA,RFn,TA,TA,None,None,2522,34,11
433,160,24.0,1920,5,5,1971,1971,376.0,471,0,294,765,765,600,0,1365,1,0,1,1,2,1,6,0,1971.0,2,440,240,36,0,0,0,0,0,8,2007,122500,RM,Pave,None,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Min1,None,Unf,TA,TA,None,None,2130,36,10
70,50,81.0,15593,7,4,1953,1953,0.0,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,1953.0,2,667,0,21,114,0,0,0,0,7,2006,225000,RL,Pave,None,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,CBlock,GasW,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,TA,Fin,TA,TA,None,None,3591,53,11
1281,20,67.0,9808,7,5,2002,2002,110.0,788,0,785,1573,1573,0,0,1573,1,0,2,0,3,1,6,0,2002.0,2,544,0,72,0,0,0,0,0,3,2009,227000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,3146,7,12
484,120,32.0,4500,6,5,1998,1998,116.0,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,1998.0,2,402,0,125,0,0,0,0,0,5,2006,164000,RM,Pave,None,Lvl,FR2,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Ex,TA,No,GLQ,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,2432,8,11
977,30,51.0,5900,4,7,1923,1958,0.0,0,0,440,440,869,0,0,869,0,0,1,0,2,1,4,0,0.0,0,0,0,0,0,0,0,0,0,8,2006,85500,RL,Pave,None,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,FuseA,None,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,Fa,Typ,None,None,None,None,None,None,1309,48,11
1389,20,42.0,14892,9,5,2006,2007,160.0,1320,0,426,1746,1746,0,0,1746,1,0,2,0,3,1,7,2,2006.0,3,758,201,39,0,0,0,0,0,10,2009,377500,RL,Pave,None,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,None,None,3492,2,14
839,20,75.0,9525,5,6,1995,2006,0.0,0,0,1099,1099,1099,0,0,1099,0,0,1,1,3,1,6,0,1999.0,1,352,278,0,0,0,0,0,0,6,2008,144000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,None,Unf,TA,TA,None,None,2198,2,11
1162,20,74.0,14778,6,7,1954,2006,72.0,728,0,568,1296,1640,0,0,1640,1,0,1,0,3,1,7,1,1993.0,2,924,108,0,0,216,0,0,0,11,2008,224000,RL,Pave,None,Low,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,TA,TA,No,BLQ,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,None,None,2936,2,13
856,20,71.0,6897,5,8,1962,2010,0.0,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,1962.0,1,260,0,104,0,0,0,0,0,4,2010,127000,RL,Pave,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,2080,0,13
1082,20,75.0,7500,5,5,1963,1963,0.0,824,0,216,1040,1040,0,0,1040,1,0,1,1,3,1,5,0,1963.0,1,308,0,0,220,0,0,0,0,6,2010,133000,RL,Pave,None,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,TA,Typ,None,Fin,TA,TA,None,MnPrv,2080,47,10
330,70,60.0,6402,5,5,1920,1950,0.0,0,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1920.0,1,189,0,0,137,0,0,0,0,7,2009,78000,RM,Pave,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,N,SBrkr,Detchd,N,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,TA,TA,Typ,None,Unf,Fa,Fa,None,GdWo,1788,59,10
232,60,174.0,15138,8,5,1995,1996,506.0,689,0,773,1462,1490,1304,0,2794,1,0,2,1,4,1,9,1,1995.0,3,810,0,146,202,0,0,0,0,7,2009,403000,RL,Pave,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Ex,Typ,TA,Fin,TA,TA,None,None,4256,13,13
850,80,80.0,9600,6,7,1976,1994,360.0,0,0,528,528,1094,761,0,1855,0,0,2,1,3,1,7,1,1976.0,2,512,113,100,0,0,0,0,0,8,2007,187000,RL,Pave,None,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,Gd,TA,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,None,None,2383,13,13
1084,20,80.0,8800,6,6,1964,1964,425.0,553,0,698,1251,1251,0,0,1251,1,0,1,0,3,1,6,2,1964.0,1,461,0,116,0,0,0,0,700,3,2006,160000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,Gd,RFn,TA,TA,None,MnPrv,2502,42,12
1219,50,52.0,6240,4,5,1947,1950,0.0,0,0,0,0,672,240,0,912,0,0,1,0,2,1,3,0,0.0,0,0,0,0,0,0,0,0,0,7,2006,80500,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,Slab,GasA,N,SBrkr,None,N,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,Gd,TA,Typ,None,None,None,None,None,None,912,56,9
890,20,128.0,12160,6,4,1953,1953,90.0,1024,0,481,1505,1505,0,0,1505,1,0,1,0,2,1,6,1,1953.0,2,505,0,0,0,162,0,0,0,2,2009,149500,RL,Pave,None,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,TA,Typ,TA,RFn,TA,TA,None,None,3010,56,10
908,50,86.0,11500,7,7,1936,1987,0.0,223,0,794,1017,1020,1037,0,2057,0,0,1,1,3,1,6,1,1936.0,1,180,0,0,0,0,322,0,0,6,2006,250000,RL,Pave,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Rec,Unf,Gd,Gd,Typ,Gd,Fin,Fa,TA,None,None,3074,19,14
1077,50,60.0,10800,5,8,1936,1989,0.0,626,0,170,796,1096,370,0,1466,0,1,2,0,3,1,7,1,1950.0,2,566,436,21,0,0,0,0,500,4,2006,170000,RL,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,Reg,AllPub,Gtl,TA,TA,Fa,TA,No,ALQ,Unf,Gd,Gd,Min1,TA,Unf,TA,TA,None,None,2262,17,13
958,20,70.0,7420,5,5,1962,1962,0.0,417,0,640,1057,1057,0,0,1057,0,0,1,0,3,1,6,0,1977.0,2,576,0,0,0,0,0,0,0,4,2007,132000,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,None,Fin,TA,TA,None,None,2114,45,10
1329,50,60.0,10440,6,7,1920,1950,0.0,493,0,1017,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,1920.0,2,520,0,547,0,0,480,0,1150,6,2008,256000,RM,Pave,Grvl,Lvl,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasW,Y,SBrkr,Detchd,Y,Shed,WD,Normal,Reg,AllPub,Gtl,Gd,Gd,Gd,TA,No,LwQ,Unf,Ex,TA,Mod,TA,Unf,Fa,TA,None,MnPrv,4302,58,13
183,20,60.0,9060,5,6,1957,2006,98.0,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1957.0,1,252,116,0,0,180,0,0,0,6,2007,120000,RL,Pave,None,Lvl,Inside,Edwards,Artery,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,Ex,TA,Typ,Gd,RFn,TA,TA,None,MnPrv,1340,1,11
576,50,80.0,8480,5,5,1947,1950,0.0,442,0,390,832,832,384,0,1216,0,0,1,0,2,1,6,0,1947.0,1,336,158,0,102,0,0,0,0,10,2008,118500,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,COD,Abnorml,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,2048,58,10
302,60,66.0,16226,8,5,1998,1999,0.0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998.0,2,683,208,50,0,0,0,0,0,5,2007,267000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,IR3,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,None,None,3480,8,13
